# ---------------------------------- WARNING ----------------------------------------                     
# Some of the data that you have obtained from this U.S. Geological Survey database                       
# may not have received Director's approval. Any such data values are qualified                           
# as provisional and are subject to revision. Provisional data are released on the                        
# condition that neither the USGS nor the United States Government may be held liable                     
# for any damages resulting from its use.                                                                 
#                                                                                                         
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement                    
#                                                                                                         
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output                
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals                      
#                                                                                                         
# Contact:   gs-w_support_nwisweb@usgs.gov                                                                
# retrieved: 2020-03-26 16:02:43 EDT       (nadww02)                                                      
#                                                                                                         
# Data for the following 1 site(s) are contained in this file                                             
#    USGS 07374525 Mississippi River at Belle Chasse, LA                                                  
# -----------------------------------------------------------------------------------                     
#                                                                                                         
# Data provided for site 07374525                                                                         
#            TS   parameter     statistic     Description                                                 
#         61181       00065     00003     Gage height, feet (Mean)                                        
#         61182       00060     00003     Discharge, cubic feet per second (Mean)                         
#                                                                                                         
# Data-value qualification codes included in this output:                                                 
#                                                                                                         
#     A  Approved for publication -- Processing and review completed.                                     
#     P  Provisional data subject to revision.                                                            
#     e  Value has been estimated.                                                                        
#                                                                                                         
agency_cd	site_no	datetime	61181_00065_00003	61181_00065_00003_cd	61182_00060_00003	61182_00060_00003_cd
USGS	07374525	2018-04-02	16.34	A	980000	A                                                             
USGS	07374525	2018-04-03	16.18	A	946000	A                                                             
USGS	07374525	2018-04-04	16.08	A	1010000	A                                                             
USGS	07374525	2018-04-05	16.08	A	949000	A                                                             
USGS	07374525	2018-04-06	16.03	A	919000	A                                                             
USGS	07374525	2018-04-07	16.06	A	998000	A                                                             
USGS	07374525	2018-04-08	16.17	A	989000	A                                                             
USGS	07374525	2018-04-09	16.26	A	1010000	A                                                             
USGS	07374525	2018-04-10	16.20	A	1070000	A                                                             
USGS	07374525	2018-04-11	16.27	A	971000	A                                                             
USGS	07374525	2018-04-12	16.24	A	931000	A                                                             
USGS	07374525	2018-04-13	16.35	A	933000	A                                                             
USGS	07374525	2018-04-14	16.60	A	1030000	A                                                             
USGS	07374525	2018-04-15	16.37	A	1080000	A                                                             
USGS	07374525	2018-04-16	16.20	A	1020000	A                                                             
USGS	07374525	2018-04-17	16.19	A	952000	A                                                             
USGS	07374525	2018-04-18	16.21	A	944000	A                                                             
USGS	07374525	2018-04-19	16.18	A	1050000	A                                                             
USGS	07374525	2018-04-20	16.29	A	994000	A                                                             
USGS	07374525	2018-04-21	16.37	A	952000	A                                                             
USGS	07374525	2018-04-22	16.43	A	1010000	A                                                             
USGS	07374525	2018-04-23	16.36	A	1040000	A                                                             
USGS	07374525	2018-04-24	16.34	A	1020000	A                                                             
USGS	07374525	2018-04-25	16.31	A	994000	A                                                             
USGS	07374525	2018-04-26	16.26	A	1030000	A                                                             
USGS	07374525	2018-04-27	16.20	A	1010000	A                                                             
USGS	07374525	2018-04-28	16.14	A	957000	A                                                             
USGS	07374525	2018-04-29	16.02	A	978000	A                                                             
USGS	07374525	2018-04-30	15.97	A	950000	A                                                             
USGS	07374525	2018-05-01	15.98	A	935000	A                                                             
USGS	07374525	2018-05-02	15.93	A	926000	A                                                             
USGS	07374525	2018-05-03	15.87	A	923000	A                                                             
USGS	07374525	2018-05-04	15.76	A	948000	A                                                             
USGS	07374525	2018-05-05	15.74	A	974000	A                                                             
USGS	07374525	2018-05-06	15.69	A	965000	A                                                             
USGS	07374525	2018-05-07	15.65	A	947000	A                                                             
USGS	07374525	2018-05-08	15.53	A	936000	A                                                             
USGS	07374525	2018-05-09	15.49	A	920000	A                                                             
USGS	07374525	2018-05-10	15.42	A	901000	A                                                             
USGS	07374525	2018-05-11	15.34	A	885000	A                                                             
USGS	07374525	2018-05-12	15.26	A	877000	A                                                             
USGS	07374525	2018-05-13	15.04	A	859000	A                                                             
USGS	07374525	2018-05-14	14.87	A	841000	A                                                             
USGS	07374525	2018-05-15	14.73	A	814000	A                                                             
USGS	07374525	2018-05-16	14.57	A	784000	A                                                             
USGS	07374525	2018-05-17	14.42	A	747000	A                                                             
USGS	07374525	2018-05-18	14.23	A	724000	A                                                             
USGS	07374525	2018-05-19	14.09	A	687000	A                                                             
USGS	07374525	2018-05-20	13.86	A	668000	A                                                             
USGS	07374525	2018-05-21	13.70	A	660000	A                                                             
USGS	07374525	2018-05-22	13.54	A	644000	A                                                             
USGS	07374525	2018-05-23	13.30	A	647000	A                                                             
USGS	07374525	2018-05-24	13.09	A	650000	A                                                             
USGS	07374525	2018-05-25	12.80	A	633000	A                                                             
USGS	07374525	2018-05-26	12.73	A	632000	A                                                             
USGS	07374525	2018-05-27	12.78	A	643000	A                                                             
USGS	07374525	2018-05-28	12.91	A	638000	A                                                             
USGS	07374525	2018-05-29	12.85	A	617000	A                                                             
USGS	07374525	2018-05-30	12.67	A	616000	A                                                             
USGS	07374525	2018-05-31	12.60	A	613000	A                                                             
USGS	07374525	2018-06-01	12.54	A	615000	A                                                             
USGS	07374525	2018-06-02	12.42	A	618000	A                                                             
USGS	07374525	2018-06-03	12.33	A	621000	A                                                             
USGS	07374525	2018-06-04	12.31	A	608000	A                                                             
USGS	07374525	2018-06-05	12.34	A	612000	A                                                             
USGS	07374525	2018-06-06	12.30	A	613000	A                                                             
USGS	07374525	2018-06-07	12.18	A	595000	A                                                             
USGS	07374525	2018-06-08	11.99	A	585000	A                                                             
USGS	07374525	2018-06-09	11.83	A	586000	A                                                             
USGS	07374525	2018-06-10	11.74	A	581000	A                                                             
USGS	07374525	2018-06-11	11.69	A	579000	A                                                             
USGS	07374525	2018-06-12	11.59	A	571000	A                                                             
USGS	07374525	2018-06-13	11.46	A	552000	A                                                             
USGS	07374525	2018-06-14	11.19	A	528000	A                                                             
USGS	07374525	2018-06-15	10.98	A	511000	A                                                             
USGS	07374525	2018-06-16	10.73	A	486000	A                                                             
USGS	07374525	2018-06-17	10.55	A	466000	A                                                             
USGS	07374525	2018-06-18	10.32	A	467000	A                                                             
USGS	07374525	2018-06-19	10.12	A	434000	A                                                             
USGS	07374525	2018-06-20	10.01	A	422000	A                                                             
USGS	07374525	2018-06-21	9.89	A	415000	A                                                             
USGS	07374525	2018-06-22	9.89	A	426000	A                                                             
USGS	07374525	2018-06-23	9.94	A	435000	A                                                             
USGS	07374525	2018-06-24	10.06	A	431000	A                                                             
USGS	07374525	2018-06-25	10.21	A	437000	A                                                             
USGS	07374525	2018-06-26	10.34	A	453000	A                                                             
USGS	07374525	2018-06-27	10.37	A	447000	A                                                             
USGS	07374525	2018-06-28	10.23	A	448000	A                                                             
USGS	07374525	2018-06-29	10.11	A	445000	A                                                             
USGS	07374525	2018-06-30	10.02	A	449000	A                                                             
USGS	07374525	2018-07-01	10.04	A	445000	A                                                             
USGS	07374525	2018-07-02	10.16	A	450000	A                                                             
USGS	07374525	2018-07-03	10.39	A	474000	A                                                             
USGS	07374525	2018-07-04	10.65	A	474000	A                                                             
USGS	07374525	2018-07-05	10.89	A	494000	A                                                             
USGS	07374525	2018-07-06	11.17	A	506000	A                                                             
USGS	07374525	2018-07-07	11.34	A	549000	A                                                             
USGS	07374525	2018-07-08	11.45	A	557000	A                                                             
USGS	07374525	2018-07-09	11.57	A	574000	A                                                             
USGS	07374525	2018-07-10	11.61	A	591000	A                                                             
USGS	07374525	2018-07-11	11.58	A	607000	A                                                             
USGS	07374525	2018-07-12	11.62	A	586000	A                                                             
USGS	07374525	2018-07-13	11.49	A	583000	A                                                             
USGS	07374525	2018-07-14	11.33	A	571000	A                                                             
USGS	07374525	2018-07-15	11.18	A	570000	A                                                             
USGS	07374525	2018-07-16	11.15	A	555000	A                                                             
USGS	07374525	2018-07-17	11.01	A	548000	A                                                             
USGS	07374525	2018-07-18	10.72	A	532000	A                                                             
USGS	07374525	2018-07-19	10.54	A	505000	A                                                             
USGS	07374525	2018-07-20	10.28	A	487000	A                                                             
USGS	07374525	2018-07-21	10.04	A	487000	A                                                             
USGS	07374525	2018-07-22	9.87	A	482000	A                                                             
USGS	07374525	2018-07-23	9.74	A	447000	A                                                             
USGS	07374525	2018-07-24	9.59	A	437000	A                                                             
USGS	07374525	2018-07-25	9.50	A	426000	A                                                             
USGS	07374525	2018-07-26	9.40	A	398000	A                                                             
USGS	07374525	2018-07-27	9.30	A	387000	A                                                             
USGS	07374525	2018-07-28	9.25	A	374000	A                                                             
USGS	07374525	2018-07-29	9.25	A	377000	A                                                             
USGS	07374525	2018-07-30	9.25	A	362000	A                                                             
USGS	07374525	2018-07-31	9.32	A	367000	A                                                             
USGS	07374525	2018-08-01	9.36	A	359000	A                                                             
USGS	07374525	2018-08-02	9.32	A	348000	A                                                             
USGS	07374525	2018-08-03	9.38	A	340000	A                                                             
USGS	07374525	2018-08-04	9.18	A	341000	A                                                             
USGS	07374525	2018-08-05	9.18	A	315000	A                                                             
USGS	07374525	2018-08-06	9.08	A	299000	A                                                             
USGS	07374525	2018-08-07	9.04	A	301000	A                                                             
USGS	07374525	2018-08-08	9.08	A	293000	A                                                             
USGS	07374525	2018-08-09	9.05	A	286000	A                                                             
USGS	07374525	2018-08-10	9.05	A	301000	A                                                             
USGS	07374525	2018-08-11	8.95	A	301000	A                                                             
USGS	07374525	2018-08-12	8.79	A	306000	A                                                             
USGS	07374525	2018-08-13	8.77	A	300000	A                                                             
USGS	07374525	2018-08-14	8.84	A	297000	A                                                             
USGS	07374525	2018-08-15	8.81	A	296000	A                                                             
USGS	07374525	2018-08-16	8.84	A	294000	A                                                             
USGS	07374525	2018-08-17	8.76	A	301000	A                                                             
USGS	07374525	2018-08-18	8.77	A	295000	A                                                             
USGS	07374525	2018-08-19	8.82	A	282000	A                                                             
USGS	07374525	2018-08-20	8.89	A	299000	A                                                             
USGS	07374525	2018-08-21	8.92	A	314000	A                                                             
USGS	07374525	2018-08-22	8.91	A	331000	A                                                             
USGS	07374525	2018-08-23	9.07	A	327000	A                                                             
USGS	07374525	2018-08-24	9.25	A	318000	A                                                             
USGS	07374525	2018-08-25	9.44	A	327000	A                                                             
USGS	07374525	2018-08-26	9.34	A	318000	A                                                             
USGS	07374525	2018-08-27	9.38	A	318000	A                                                             
USGS	07374525	2018-08-28	9.30	A	325000	A                                                             
USGS	07374525	2018-08-29	9.26	A	325000	A                                                             
USGS	07374525	2018-08-30	9.25	A	320000	A                                                             
USGS	07374525	2018-08-31	9.34	A	309000	A                                                             
USGS	07374525	2018-09-01	9.41	A	302000	A                                                             
USGS	07374525	2018-09-02	9.29	A	291000	A                                                             
USGS	07374525	2018-09-03	9.38	A	294000	A                                                             
USGS	07374525	2018-09-04	9.85	A	276000	A                                                             
USGS	07374525	2018-09-05	9.71	A	286000	A                                                             
USGS	07374525	2018-09-06	9.33	A	288000	A                                                             
USGS	07374525	2018-09-07	9.17	A	279000	A                                                             
USGS	07374525	2018-09-08	9.16	A	272000	A                                                             
USGS	07374525	2018-09-09	9.15	A	274000	A                                                             
USGS	07374525	2018-09-10	9.15	A	294000	A                                                             
USGS	07374525	2018-09-11	9.12	A	308000	A                                                             
USGS	07374525	2018-09-12	9.17	A	299000	A                                                             
USGS	07374525	2018-09-13	9.17	A	298000	A                                                             
USGS	07374525	2018-09-14	9.13	A	308000	A                                                             
USGS	07374525	2018-09-15	9.13	A	337000	A                                                             
USGS	07374525	2018-09-16	9.43	A	357000	A                                                             
USGS	07374525	2018-09-17	9.84	A	400000	A                                                             
USGS	07374525	2018-09-18	10.23	A	439000	A                                                             
USGS	07374525	2018-09-19	10.57	A	483000	A                                                             
USGS	07374525	2018-09-20	10.87	A	512000	A                                                             
USGS	07374525	2018-09-21	11.06	A	547000	A                                                             
USGS	07374525	2018-09-22	11.15	A	602000	A                                                             
USGS	07374525	2018-09-23	11.31	A	614000	A                                                             
USGS	07374525	2018-09-24	11.44	A	644000	A                                                             
USGS	07374525	2018-09-25	11.52	A	645000	A                                                             
USGS	07374525	2018-09-26	11.66	A	654000	A                                                             
USGS	07374525	2018-09-27	11.91	A	652000	A                                                             
USGS	07374525	2018-09-28	12.04	A	665000	A                                                             
USGS	07374525	2018-09-29	12.13	A	673000	A                                                             
USGS	07374525	2018-09-30	12.30	A	667000	A                                                             
USGS	07374525	2018-10-01	12.42	A	657000	A                                                             
USGS	07374525	2018-10-02	12.51	A	649000	A                                                             
USGS	07374525	2018-10-03	12.66	A	639000	A                                                             
USGS	07374525	2018-10-04				                                                                        
USGS	07374525	2018-10-05	12.70	A	629000	A                                                             
USGS	07374525	2018-10-06	12.90	A	631000	A                                                             
USGS	07374525	2018-10-07	12.97	A	632000	A                                                             
USGS	07374525	2018-10-08	13.32	A	632000	A                                                             
USGS	07374525	2018-10-09	13.83	A	633000	A                                                             
USGS	07374525	2018-10-10	13.91	A	691000	A                                                             
USGS	07374525	2018-10-11	13.42	A	691000	A                                                             
USGS	07374525	2018-10-12	13.08	A	671000	A                                                             
USGS	07374525	2018-10-13	13.03	A	656000	A                                                             
USGS	07374525	2018-10-14	12.93	A	648000	A                                                             
USGS	07374525	2018-10-15	12.86	A	648000	A                                                             
USGS	07374525	2018-10-16	12.79	A	642000	A                                                             
USGS	07374525	2018-10-17	12.68	A	638000	A                                                             
USGS	07374525	2018-10-18	12.80	A	618000	A                                                             
USGS	07374525	2018-10-19	12.69	A	615000	A                                                             
USGS	07374525	2018-10-20	12.77	A	624000	A                                                             
USGS	07374525	2018-10-21	13.13	A	635000	A                                                             
USGS	07374525	2018-10-22	13.40	A	653000	A                                                             
USGS	07374525	2018-10-23	13.74	A	672000	A                                                             
USGS	07374525	2018-10-24	14.14	A	678000	A                                                             
USGS	07374525	2018-10-25	14.44	A	714000	A                                                             
USGS	07374525	2018-10-26	14.36	A	762000	A                                                             
USGS	07374525	2018-10-27	14.34	A	737000	A                                                             
USGS	07374525	2018-10-28	14.25	A	722000	A                                                             
USGS	07374525	2018-10-29	14.30	A	732000	A                                                             
USGS	07374525	2018-10-30	14.31	A	709000	A                                                             
USGS	07374525	2018-10-31	14.35	A	682000	A                                                             
USGS	07374525	2018-11-01	14.53	A	695000	A                                                             
USGS	07374525	2018-11-02	13.95	A	704000	A                                                             
USGS	07374525	2018-11-03	13.74	A	626000	A                                                             
USGS	07374525	2018-11-04	13.64	A	628000	A                                                             
USGS	07374525	2018-11-05	13.62	A	618000	A                                                             
USGS	07374525	2018-11-06	13.58	A	636000	A                                                             
USGS	07374525	2018-11-07	13.66	A	649000	A                                                             
USGS	07374525	2018-11-08	13.74	A	676000	A                                                             
USGS	07374525	2018-11-09	13.92	A	711000	A                                                             
USGS	07374525	2018-11-10	14.21	A	714000	A                                                             
USGS	07374525	2018-11-11	14.37	A	723000	A                                                             
USGS	07374525	2018-11-12	14.75	A	745000	A                                                             
USGS	07374525	2018-11-13	14.77	A	814000	A                                                             
USGS	07374525	2018-11-14	14.83	A	840000	A                                                             
USGS	07374525	2018-11-15	14.85	A	843000	A                                                             
USGS	07374525	2018-11-16	14.98	A	836000	A                                                             
USGS	07374525	2018-11-17	15.01	A	837000	A                                                             
USGS	07374525	2018-11-18	15.09	A	858000	A                                                             
USGS	07374525	2018-11-19	15.17	A	866000	A                                                             
USGS	07374525	2018-11-20	15.18	A	906000	A                                                             
USGS	07374525	2018-11-21	15.17	A	877000	A                                                             
USGS	07374525	2018-11-22	15.07	A	875000	A                                                             
USGS	07374525	2018-11-23	15.14	A	824000	A                                                             
USGS	07374525	2018-11-24	15.09	A	854000	A                                                             
USGS	07374525	2018-11-25	15.09	A	819000	A                                                             
USGS	07374525	2018-11-26	14.76	A	889000	A                                                             
USGS	07374525	2018-11-27	14.60	A	830000	A                                                             
USGS	07374525	2018-11-28	14.49	A	765000	A                                                             
USGS	07374525	2018-11-29	14.40	A	765000	A                                                             
USGS	07374525	2018-11-30	14.41	A	733000	A                                                             
USGS	07374525	2018-12-01	14.62	A	724000	A                                                             
USGS	07374525	2018-12-02	14.38	A	724000	A                                                             
USGS	07374525	2018-12-03	14.14	A	718000	A                                                             
USGS	07374525	2018-12-04	13.80	A	704000	A                                                             
USGS	07374525	2018-12-05	13.58	A	676000	A                                                             
USGS	07374525	2018-12-06	13.42	A	641000	A                                                             
USGS	07374525	2018-12-07	13.33	A	630000	A                                                             
USGS	07374525	2018-12-08	13.61	A	642000	A                                                             
USGS	07374525	2018-12-09	13.42	A	729000	A                                                             
USGS	07374525	2018-12-10	13.49	A	734000	A                                                             
USGS	07374525	2018-12-11	13.62	A	722000	A                                                             
USGS	07374525	2018-12-12	14.01	A	735000	A                                                             
USGS	07374525	2018-12-13	14.53	A	760000	A                                                             
USGS	07374525	2018-12-14	14.90	A	842000	A                                                             
USGS	07374525	2018-12-15	14.85	A	881000	A                                                             
USGS	07374525	2018-12-16	14.88	A	895000	A                                                             
USGS	07374525	2018-12-17	14.91	A	865000	A                                                             
USGS	07374525	2018-12-18	15.06	A	875000	A                                                             
USGS	07374525	2018-12-19	15.26	A	886000	A                                                             
USGS	07374525	2018-12-20	15.26	A	935000	A                                                             
USGS	07374525	2018-12-21	14.95	A	902000	A                                                             
USGS	07374525	2018-12-22	14.80	A	825000	A                                                             
USGS	07374525	2018-12-23	14.63	A	852000	A                                                             
USGS	07374525	2018-12-24	14.68	A	858000	A                                                             
USGS	07374525	2018-12-25	14.76	A	828000	A                                                             
USGS	07374525	2018-12-26	14.80	A	802000	A                                                             
USGS	07374525	2018-12-27	15.23	A	770000	A                                                             
USGS	07374525	2018-12-28	15.21	A	875000	A                                                             
USGS	07374525	2018-12-29	15.10	A	883000	A                                                             
USGS	07374525	2018-12-30	15.04	A	857000	A                                                             
USGS	07374525	2018-12-31	15.14	A	844000	A                                                             
USGS	07374525	2019-01-01	15.07	A	907000	A                                                             
USGS	07374525	2019-01-02	15.16	A	852000	A                                                             
USGS	07374525	2019-01-03	15.28	A	903000	A                                                             
USGS	07374525	2019-01-04	15.41	A	984000	A                                                             
USGS	07374525	2019-01-05	15.41	A	951000	A                                                             
USGS	07374525	2019-01-06	15.48	A	937000	A                                                             
USGS	07374525	2019-01-07	15.64	A	947000	A                                                             
USGS	07374525	2019-01-08	15.69	A	968000	A                                                             
USGS	07374525	2019-01-09	15.74	A	1020000	A                                                             
USGS	07374525	2019-01-10	15.92	A	992000	A                                                             
USGS	07374525	2019-01-11	16.11	A	969000	A                                                             
USGS	07374525	2019-01-12	16.24	A	972000	A                                                             
USGS	07374525	2019-01-13	16.26	A	1080000	A                                                             
USGS	07374525	2019-01-14	16.35	A	1090000	A                                                             
USGS	07374525	2019-01-15	16.45	A	1070000	A                                                             
USGS	07374525	2019-01-16	16.56	A	1050000	A                                                             
USGS	07374525	2019-01-17	16.65	A	1040000	A                                                             
USGS	07374525	2019-01-18	16.65	A	1050000	A                                                             
USGS	07374525	2019-01-19	16.75	A	1080000	A                                                             
USGS	07374525	2019-01-20	16.57	A	1140000	A                                                             
USGS	07374525	2019-01-21	16.80	A	1070000	A                                                             
USGS	07374525	2019-01-22	16.84	A	1050000	A                                                             
USGS	07374525	2019-01-23	16.95	A	1090000	A                                                             
USGS	07374525	2019-01-24	16.69	A	1120000	A                                                             
USGS	07374525	2019-01-25	16.60	A	1050000	A                                                             
USGS	07374525	2019-01-26	16.45	A	1040000	A                                                             
USGS	07374525	2019-01-27	16.40	A	1050000	A                                                             
USGS	07374525	2019-01-28	16.33	A	1010000	A                                                             
USGS	07374525	2019-01-29	16.18	A	1090000	A                                                             
USGS	07374525	2019-01-30	16.31	A	1030000	A                                                             
USGS	07374525	2019-01-31	16.30	A	1010000	A                                                             
USGS	07374525	2019-02-01	16.29	A	992000	A                                                             
USGS	07374525	2019-02-02	16.27	A	1020000	A                                                             
USGS	07374525	2019-02-03	16.26	A	1000000	A                                                             
USGS	07374525	2019-02-04	16.25	A	997000	A                                                             
USGS	07374525	2019-02-05	16.21	A	994000	A                                                             
USGS	07374525	2019-02-06	16.13	A	975000	A                                                             
USGS	07374525	2019-02-07	16.04	A	985000	A                                                             
USGS	07374525	2019-02-08	15.96	A	1070000	A                                                             
USGS	07374525	2019-02-09	15.93	A	1000000	A                                                             
USGS	07374525	2019-02-10	15.87	A	986000	A                                                             
USGS	07374525	2019-02-11	15.86	A	963000	A                                                             
USGS	07374525	2019-02-12	15.77	A	996000	A                                                             
USGS	07374525	2019-02-13	15.63	A	984000	A                                                             
USGS	07374525	2019-02-14	15.66	A	945000	A                                                             
USGS	07374525	2019-02-15	15.64	A	944000	A                                                             
USGS	07374525	2019-02-16	15.70	A	946000	A                                                             
USGS	07374525	2019-02-17	15.83	A	957000	A                                                             
USGS	07374525	2019-02-18	16.00	A	992000	A                                                             
USGS	07374525	2019-02-19	16.39	A	957000	A                                                             
USGS	07374525	2019-02-20	16.40	A	994000	A                                                             
USGS	07374525	2019-02-21	16.45	A	999000	A                                                             
USGS	07374525	2019-02-22	16.50	A	990000	A                                                             
USGS	07374525	2019-02-23	16.68	A	1000000	A                                                             
USGS	07374525	2019-02-24	16.66	A	1110000	A                                                             
USGS	07374525	2019-02-25	17.00	A	1050000	A                                                             
USGS	07374525	2019-02-26	17.09	A	1080000	A                                                             
USGS	07374525	2019-02-27	17.26	A	1080000	A                                                             
USGS	07374525	2019-02-28	17.25	A	1080000	A                                                             
USGS	07374525	2019-03-01	17.28	A	1100000	A                                                             
USGS	07374525	2019-03-02	17.32	A	1110000	A                                                             
USGS	07374525	2019-03-03	17.38	A	1120000	A                                                             
USGS	07374525	2019-03-04	17.40	A	1190000	A                                                             
USGS	07374525	2019-03-05	17.35	A	1190000	A                                                             
USGS	07374525	2019-03-06	17.51	A	1120000	A                                                             
USGS	07374525	2019-03-07	17.55	A	1100000	A                                                             
USGS	07374525	2019-03-08	17.52	A	1100000	A                                                             
USGS	07374525	2019-03-09	17.57	A	1110000	A                                                             
USGS	07374525	2019-03-10	17.58	A	1130000	A                                                             
USGS	07374525	2019-03-11	17.57	A	1150000	A                                                             
USGS	07374525	2019-03-12	17.67	A	1130000	A                                                             
USGS	07374525	2019-03-13	17.71	A	1110000	A                                                             
USGS	07374525	2019-03-14	17.66	A	1110000	A                                                             
USGS	07374525	2019-03-15	17.61	A	1220000	A                                                             
USGS	07374525	2019-03-16	17.71	A	1180000	A                                                             
USGS	07374525	2019-03-17	17.70	A	1170000	A                                                             
USGS	07374525	2019-03-18	17.73	A	1150000	A                                                             
USGS	07374525	2019-03-19	17.73	A	1150000	A                                                             
USGS	07374525	2019-03-20	17.61	A	1150000	A                                                             
USGS	07374525	2019-03-21	17.54	A	1190000	A                                                             
USGS	07374525	2019-03-22	17.54	A	1130000	A                                                             
USGS	07374525	2019-03-23	17.58	A	1120000	A                                                             
USGS	07374525	2019-03-24	17.52	A	1120000	A                                                             
USGS	07374525	2019-03-25	17.52	A	1140000	A                                                             
USGS	07374525	2019-03-26	17.48	A	1200000	A                                                             
USGS	07374525	2019-03-27	17.60	A	1140000	A                                                             
USGS	07374525	2019-03-28	17.66	A	1090000	A                                                             
USGS	07374525	2019-03-29	17.73	A	1100000	A                                                             
USGS	07374525	2019-03-30	17.66	A	1100000	A                                                             
USGS	07374525	2019-03-31	17.65	A	1200000	A                                                             
USGS	07374525	2019-04-01	17.71	A	1140000	A                                                             
USGS	07374525	2019-04-02	17.60	A	1160000	A                                                             
USGS	07374525	2019-04-03	17.56	A	1080000	A                                                             
USGS	07374525	2019-04-04	17.60	A	1070000	A                                                             
USGS	07374525	2019-04-05	17.48	A	1090000	A                                                             
USGS	07374525	2019-04-06	17.35	A	1050000	A                                                             
USGS	07374525	2019-04-07	17.29	A	1030000	A                                                             
USGS	07374525	2019-04-08	17.30	A	1040000	A                                                             
USGS	07374525	2019-04-09	17.16	A	1120000	A                                                             
USGS	07374525	2019-04-10	17.24	A	1040000	A                                                             
USGS	07374525	2019-04-11	17.28	A	1020000	A                                                             
USGS	07374525	2019-04-12	17.29	A	1030000	A                                                             
USGS	07374525	2019-04-13	17.43	A	976000	A                                                             
USGS	07374525	2019-04-14	17.18	A	1100000	A                                                             
USGS	07374525	2019-04-15	17.16	A	1000000	A                                                             
USGS	07374525	2019-04-16	17.13	A	995000	A                                                             
USGS	07374525	2019-04-17	17.07	A	996000	A                                                             
USGS	07374525	2019-04-18	17.27	A	1000000	A                                                             
USGS	07374525	2019-04-19	17.12	A	1130000	A                                                             
USGS	07374525	2019-04-20	17.17	A	1080000	A                                                             
USGS	07374525	2019-04-21	17.22	A	1010000	A                                                             
USGS	07374525	2019-04-22	17.24	A	1020000	A                                                             
USGS	07374525	2019-04-23	17.28	A	1090000	A                                                             
USGS	07374525	2019-04-24	17.37	A	1130000	A                                                             
USGS	07374525	2019-04-25	17.46	A	1190000	A                                                             
USGS	07374525	2019-04-26	17.49	A	1270000	A                                                             
USGS	07374525	2019-04-27	17.53	A	1190000	A                                                             
USGS	07374525	2019-04-28	17.52	A	1220000	A                                                             
USGS	07374525	2019-04-29	17.54	A	1200000	A                                                             
USGS	07374525	2019-04-30	17.59	A	1190000	A                                                             
USGS	07374525	2019-05-01	17.62	A	1190000	A                                                             
USGS	07374525	2019-05-02	17.63	A	1210000	A                                                             
USGS	07374525	2019-05-03	17.62	A	1200000	A                                                             
USGS	07374525	2019-05-04	17.60	A	1220000	A                                                             
USGS	07374525	2019-05-05	17.62	A	1250000	A                                                             
USGS	07374525	2019-05-06	17.71	A	1200000	A                                                             
USGS	07374525	2019-05-07	17.71	A	1180000	A                                                             
USGS	07374525	2019-05-08	17.79	A	1160000	A                                                             
USGS	07374525	2019-05-09	17.88	A	1150000	A                                                             
USGS	07374525	2019-05-10	18.11	A	1180000	A                                                             
USGS	07374525	2019-05-11	17.85	A	1170000	A                                                             
USGS	07374525	2019-05-12	17.92	A	1240000	A                                                             
USGS	07374525	2019-05-13	17.86	A		                                                                    
USGS	07374525	2019-05-14	17.78	A	1220000	A                                                             
USGS	07374525	2019-05-15	17.72	A	1210000	A                                                             
USGS	07374525	2019-05-16	17.69	A	1190000	A                                                             
USGS	07374525	2019-05-17	17.75	A	1170000	A                                                             
USGS	07374525	2019-05-18	17.79	A	1160000	A                                                             
USGS	07374525	2019-05-19	17.84	A	1190000	A                                                             
USGS	07374525	2019-05-20	17.75	A	1150000	A                                                             
USGS	07374525	2019-05-21	17.80	A	1130000	A                                                             
USGS	07374525	2019-05-22	17.73	A	1130000	A                                                             
USGS	07374525	2019-05-23	17.73	A	1140000	A                                                             
USGS	07374525	2019-05-24	17.72	A	1140000	A                                                             
USGS	07374525	2019-05-25	17.69	A	1170000	A                                                             
USGS	07374525	2019-05-26	17.70	A	1170000	A                                                             
USGS	07374525	2019-05-27	17.66	A	1120000	A                                                             
USGS	07374525	2019-05-28	17.67	A	1100000	A                                                             
USGS	07374525	2019-05-29	17.70	A	1100000	A                                                             
USGS	07374525	2019-05-30	17.68	A	1100000	A                                                             
USGS	07374525	2019-05-31	17.67	A	1100000	A                                                             
USGS	07374525	2019-06-01	17.64	A	1100000	A                                                             
USGS	07374525	2019-06-02	17.62	A	1130000	A                                                             
USGS	07374525	2019-06-03	17.63	A	1110000	A                                                             
USGS	07374525	2019-06-04	17.58	A	1090000	A                                                             
USGS	07374525	2019-06-05	17.59	A	1090000	A                                                             
USGS	07374525	2019-06-06	17.72	A	1080000	A                                                             
USGS	07374525	2019-06-07	17.66	A	1090000	A                                                             
USGS	07374525	2019-06-08	17.66	A	1130000	A                                                             
USGS	07374525	2019-06-09	17.65	A	1180000	A                                                             
USGS	07374525	2019-06-10				                                                                        
USGS	07374525	2019-06-11	17.67	A	1200000	A                                                             
USGS	07374525	2019-06-12	17.70	A	1190000	A                                                             
